Process num,PFCD,Defect code,Rank,Count_time,Count,Alarm text
4600,31502,CPNAT,C,60,1,CPNAT have judged (1) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31502,CPNA5,C,60,1,CPNA5 have judged (1) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31502,CPFMP,C,60,3,CPFMP have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31502,CPSDC,C,60,3,CPSDC have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31502,CPSDT,C,60,3,CPSDT have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31502,CPMTC,C,60,3,CPMTC have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31502,CPMTT,C,60,3,CPMTT have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31502,CPFMB,C,60,3,CPFMB have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31502,CPFMS,C,60,3,CPFMS have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31502,CPOTS,C,60,3,CPOTS have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31502,COSTK,C,60,3,COSTK have judged (3) pcs. Please call PY-18948718050 and HVA-18948718879/18948718890
4600,31502,CONOT,C,60,3,CONOT have judged (3) pcs. Please call PY-18948718050 and TEST-18948718895/18948718896
4600,31502,CCASM,C,60,3,CCASM have judged (3) pcs. Please call PY-18948718050
4600,31502,CMDRP,C,60,3,CMDRP have judged (3) pcs. Please call PY-18948718050
4600,31502,CMOBL,C,60,3,CMOBL have judged (3) pcs. Please call PY-18948718050
4600,31501,CPSHC,C,60,1,CPSHC have judged (1) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31501,CPSHT,C,60,1,CPSHT have judged (1) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31501,CPSH5,C,60,1,CPSH5 have judged (1) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31501,CPPTC,C,60,3,CPPTC have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31501,CPPTT,C,60,3,CPPTT have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31501,CPPT5,C,60,3,CPPT5 have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31501,CPFBC,C,60,3,CPFBC have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31501,CPFBT,C,60,3,CPFBT have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31501,CPFB5,C,60,3,CPFB5 have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31501,CPGCC,C,60,3,CPGCC have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31501,CPGCT,C,60,3,CPGCT have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31501,CPGC5,C,60,3,CPGC5 have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31501,CPGLC,C,60,3,CPGLC have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31501,CPGLT,C,60,3,CPGLT have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31501,CPGL5,C,60,3,CPGL5 have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31501,CPSCC,C,60,3,CPSCC have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31501,CPSCT,C,60,3,CPSCT have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31501,CPMSC,C,60,3,CPMSC have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31501,CPMST,C,60,3,CPMST have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31501,CPDTC,C,60,3,CPDTC have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31501,CPDTT,C,60,3,CPDTT have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31501,CPWTC,C,60,1,CPWTC have judged (1) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31501,CPWTT,C,60,1,CPWTT have judged (1) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31501,CPDNC,C,60,3,CPDNC have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31501,CPDNT,C,60,3,CPDNT have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31501,CPATC,C,60,3,CPATC have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31501,CPATT,C,60,3,CPATT have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31501,CPBBC,C,60,3,CPBBC have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31501,CPBBT,C,60,3,CPBBT have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31501,CPBDC,C,60,3,CPBDC have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31501,CPBDT,C,60,3,CPBDT have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31501,CPPLC,C,60,3,CPPLC have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31501,CPPLT,C,60,3,CPPLT have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31501,CPRVC,C,60,1,CPRVC have judged (1) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31501,CPRVT,C,60,1,CPRVT have judged (1) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31501,CPEOC,C,60,1,CPEOC have judged (1) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31501,CPEOT,C,60,1,CPEOT have judged (1) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31501,CPNAC,C,60,1,CPNAC have judged (1) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31501,CPNAT,C,60,1,CPNAT have judged (1) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31501,CPNA5,C,60,1,CPNA5 have judged (1) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31501,CPFMP,C,60,3,CPFMP have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31501,CPSDC,C,60,3,CPSDC have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31501,CPSDT,C,60,3,CPSDT have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31501,CPMTC,C,60,3,CPMTC have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31501,CPMTT,C,60,3,CPMTT have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31501,CPFMB,C,60,3,CPFMB have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31501,CPFMS,C,60,3,CPFMS have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31501,CPOTS,C,60,3,CPOTS have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4600,31501,COSTK,C,60,3,COSTK have judged (3) pcs. Please call PY-18948718050 and HVA-18948718879/18948718890
4600,31501,CONOT,C,60,3,CONOT have judged (3) pcs. Please call PY-18948718050 and TEST-18948718895/18948718896
4600,31501,CCASM,C,60,3,CCASM have judged (3) pcs. Please call PY-18948718050
4600,31501,CMDRP,C,60,3,CMDRP have judged (3) pcs. Please call PY-18948718050
4600,31501,CMOBL,C,60,3,CMOBL have judged (3) pcs. Please call PY-18948718050
4680,31501,CPSHC,C,60,1,CPSHC have judged (1) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4680,31501,CPSHT,C,60,1,CPSHT have judged (1) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4680,31501,CPSH5,C,60,1,CPSH5 have judged (1) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4680,31501,CPPTC,C,60,3,CPPTC have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4680,31501,CPPTT,C,60,3,CPPTT have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4680,31501,CPPT5,C,60,3,CPPT5 have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4680,31501,CPFBC,C,60,3,CPFBC have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4680,31501,CPFBT,C,60,3,CPFBT have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4680,31501,CPFB5,C,60,3,CPFB5 have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4680,31501,CPGCC,C,60,3,CPGCC have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4680,31501,CPGCT,C,60,3,CPGCT have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4680,31501,CPGC5,C,60,3,CPGC5 have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4680,31501,CPGLC,C,60,3,CPGLC have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4680,31501,CPGLT,C,60,3,CPGLT have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4680,31501,CPGL5,C,60,3,CPGL5 have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4680,31501,CPSCC,C,60,3,CPSCC have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4680,31501,CPSCT,C,60,3,CPSCT have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4680,31501,CPMSC,C,60,3,CPMSC have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4680,31501,CPMST,C,60,3,CPMST have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4680,31501,CPDTC,C,60,3,CPDTC have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4680,31501,CPDTT,C,60,3,CPDTT have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4680,31501,CPWTC,C,60,1,CPWTC have judged (1) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4680,31501,CPWTT,C,60,1,CPWTT have judged (1) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4680,31501,CPDNC,C,60,3,CPDNC have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4680,31501,CPDNT,C,60,3,CPDNT have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4680,31501,CPATC,C,60,3,CPATC have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4680,31501,CPATT,C,60,3,CPATT have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4680,31501,CPBBC,C,60,3,CPBBC have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4680,31501,CPBBT,C,60,3,CPBBT have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4680,31501,CPBDC,C,60,3,CPBDC have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4680,31501,CPBDT,C,60,3,CPBDT have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4680,31501,CPPLC,C,60,3,CPPLC have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4680,31501,CPPLT,C,60,3,CPPLT have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4680,31501,CPRVC,C,60,1,CPRVC have judged (1) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4680,31501,CPRVT,C,60,1,CPRVT have judged (1) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4680,31501,CPEOC,C,60,1,CPEOC have judged (1) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4680,31501,CPEOT,C,60,1,CPEOT have judged (1) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4680,31501,CPNAC,C,60,1,CPNAC have judged (1) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4680,31501,CPNAT,C,60,1,CPNAT have judged (1) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4680,31501,CPNA5,C,60,1,CPNA5 have judged (1) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4680,31501,CPFMP,C,60,3,CPFMP have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4680,31501,CPSDC,C,60,3,CPSDC have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4680,31501,CPSDT,C,60,3,CPSDT have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4680,31501,CPMTC,C,60,3,CPMTC have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4680,31501,CPMTT,C,60,3,CPMTT have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4680,31501,CPFMB,C,60,3,CPFMB have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4680,31501,CPFMS,C,60,3,CPFMS have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4680,31501,CPOTS,C,60,3,CPOTS have judged (3) pcs. Please call PY-18948718050 and POL-18948718893/18948718894
4680,31501,COSTK,C,60,3,COSTK have judged (3) pcs. Please call PY-18948718050 and HVA-18948718879/18948718890
4680,31501,CONOT,C,60,3,CONOT have judged (3) pcs. Please call PY-18948718050 and TEST-18948718895/18948718896
4680,31501,CCASM,C,60,3,CCASM have judged (3) pcs. Please call PY-18948718050
4680,31501,CMDRP,C,60,3,CMDRP have judged (3) pcs. Please call PY-18948718050
4680,31501,CMOBL,C,60,3,CMOBL have judged (3) pcs. Please call PY-18948718050
