PFCD,ProcessNO,ChGrade,NoChGrade1,NoChGrade2,NoChGrade3,NoChGrade4,NoChGrade5,NoChGrade6,NoChGrade7,NoChGrade8,NoChGrade9,NoChGrade10
TA270411AG03,,,,,,,,,,,,
TA270411AH03,,,,,,,,,,,,
TA270411AT03,,,,,,,,,,,,
TA270411AY03,,,,,,,,,,,,
TA270411AM03,,,,,,,,,,,,
TA270411AN03,,,,,,,,,,,,
TA270411BC03,,,,,,,,,,,,
TA270411AV03,,,,,,,,,,,,
TA270411AW03,,,,,,,,,,,,
TA270411AK03,,,,,,,,,,,,
TA270411BR03,,,,,,,,,,,,
TA270411BA03,,,,,,,,,,,,
TA270411BK03,,,,,,,,,,,,
TA270411BN03,,,,,,,,,,,,
TA270411AQ03,,,,,,,,,,,,
TA270411BE03,,,,,,,,,,,,
TA270411BU03,,,,,,,,,,,,
TA270411AX03,,,,,,,,,,,,
TA270411BP03,,,,,,,,,,,,
TA270411BW03,,,,,,,,,,,,
TA270411AZ03,,,,,,,,,,,,
TA270411AF03,,,,,,,,,,,,
TA270411BG03,,,,,,,,,,,,
TA270411BH03,,,,,,,,,,,,
TA270411BB03,,,,,,,,,,,,
TA270411BF03,,,,,,,,,,,,
TA270411BS03,,,,,,,,,,,,
TA270411CC03,,,,,,,,,,,,
TA270411AR03,,,,,,,,,,,,
TA270411CB03,,,,,,,,,,,,
TA270411BD03,,,,,,,,,,,,
TA270411BL03,,,,,,,,,,,,
TA270411BV03,,,,,,,,,,,,
TA270411CA03,,,,,,,,,,,,
TA270411BZ03,,,,,,,,,,,,
TA270411CE03,,,,,,,,,,,,
TA270411BM03,,,,,,,,,,,,
TA270411BT03,,,,,,,,,,,,
TA270411CD03,,,,,,,,,,,,
TA270411BX03,,,,,,,,,,,,
TA270411CF03,,,,,,,,,,,,
TA270411BY03,,,,,,,,,,,,
TA270411BJ03,,,,,,,,,,,,
TA270411CG03,,,,,,,,,,,,
TA270411CH03,,,,,,,,,,,,
TA270416BU03,,,,,,,,,,,,
TA270416BK03,,,,,,,,,,,,
TA270416BG03,,,,,,,,,,,,
TA270416BJ03,,,,,,,,,,,,
TA270416BD03,,,,,,,,,,,,
TA270416BE03,,,,,,,,,,,,
TA270416AB03,,,,,,,,,,,,
TA270416AN03,,,,,,,,,,,,
TA270416AA03,,,,,,,,,,,,
TA270416AC03,,,,,,,,,,,,
TA270330AH03,,,,,,,,,,,,
TA270386CH03,,,,,,,,,,,,
TA270324AF03,,,,,,,,,,,,
TA270332AW03,,,,,,,,,,,,
TA270332AU03,,,,,,,,,,,,
TA270332AY03,,,,,,,,,,,,
TA270332BB03,,,,,,,,,,,,
TA270332AV03,,,,,,,,,,,,
TA270332AP03,,,,,,,,,,,,
TA270332BP03,,,,,,,,,,,,
TA270332BF03,,,,,,,,,,,,
TA270332BD03,,,,,,,,,,,,
TA270332BW03,,,,,,,,,,,,
TA270305AA03,,,,,,,,,,,,
TA270305CH03,,,,,,,,,,,,
TA270298AY03,,,,,,,,,,,,
TA270322CE03,,,,,,,,,,,,
TA270298AX03,,,,,,,,,,,,
TA270324AS03,,,,,,,,,,,,
TA270324AU03,,,,,,,,,,,,
TA270268BF03,,,,,,,,,,,,
TA270298AW03,,,,,,,,,,,,
TA270301CG03,,,,,,,,,,,,
TA270332AX03,,,,,,,,,,,,
TA270268BH03,,,,,,,,,,,,
TA270298AZ03,,,,,,,,,,,,
TA270301CD03,,,,,,,,,,,,
TA270298AV03,,,,,,,,,,,,
TA270301CF03,,,,,,,,,,,,
TA270301CE03,,,,,,,,,,,,
TA270268AA03,,,,,,,,,,,,
TA270268BK03,,,,,,,,,,,,
TA270265BX03,,,,,,,,,,,,
TA270268BL03,,,,,,,,,,,,
TA270265BQ03,,,,,,,,,,,,
TA270265BT03,,,,,,,,,,,,
TA270268BJ03,,,,,,,,,,,,
TA270259AQ03,,,,,,,,,,,,
TA270265BR03,,,,,,,,,,,,
TA270268BG03,,,,,,,,,,,,
TA270301CH03,,,,,,,,,,,,
TA270265BP03,,,,,,,,,,,,
TA270296AC03,,,,,,,,,,,,
TA270416AH03,,,,,,,,,,,,
TA270416AR03,,,,,,,,,,,,
TA270411AC03,,,,,,,,,,,,
TA270411AL03,,,,,,,,,,,,
TA270411AB03,,,,,,,,,,,,
TA270411AD03,,,,,,,,,,,,
TA270344BV03,,,,,,,,,,,,
TA270344CA03,,,,,,,,,,,,
TA270344CE03,,,,,,,,,,,,
TA270344CB03,,,,,,,,,,,,
TA270344BU03,,,,,,,,,,,,
TA270331BG03,,,,,,,,,,,,
TA270331BJ03,,,,,,,,,,,,
TA270331BE03,,,,,,,,,,,,
TA270331BK03,,,,,,,,,,,,
TA270344BY03,,,,,,,,,,,,
TA270331BB03,,,,,,,,,,,,
TA270331AX03,,,,,,,,,,,,
TA270331BF03,,,,,,,,,,,,
TA270344CG03,,,,,,,,,,,,
TA270331BH03,,,,,,,,,,,,
TA270344BX03,,,,,,,,,,,,
TA270331BA03,,,,,,,,,,,,
TA270331AU03,,,,,,,,,,,,
TA270331AV03,,,,,,,,,,,,
TA270331BD03,,,,,,,,,,,,
TA270344CD03,,,,,,,,,,,,
TA270331AL03,,,,,,,,,,,,
TA270331AK03,,,,,,,,,,,,
TA270331AH03,,,,,,,,,,,,
TA270331AQ03,,,,,,,,,,,,
TA270331AE03,,,,,,,,,,,,
TA270331AT03,,,,,,,,,,,,
TA270331AY03,,,,,,,,,,,,
TA270331AS03,,,,,,,,,,,,
TA270331AF03,,,,,,,,,,,,
TA270331AR03,,,,,,,,,,,,
TA270331AM03,,,,,,,,,,,,
TA270331AB03,,,,,,,,,,,,
TA270331AA03,,,,,,,,,,,,
TA270331AG03,,,,,,,,,,,,
TA270331AD03,,,,,,,,,,,,
TA270331AC03,,,,,,,,,,,,
TA270323CC03,,,,,,,,,,,,
TA270323BX03,,,,,,,,,,,,
TA270308CE03,,,,,,,,,,,,
TA270286BT03,,,,,,,,,,,,
TA270323CF03,,,,,,,,,,,,
TA270323BP03,,,,,,,,,,,,
TA270323BN03,,,,,,,,,,,,
TA270323BY03,,,,,,,,,,,,
TA270323BW03,,,,,,,,,,,,
TA270394CD03,,,,,,,,,,,,
TA270416BT03,,,,,,,,,,,,
TA270416BC03,,,,,,,,,,,,
TA270416BH03,,,,,,,,,,,,
TA270416AX03,,,,,,,,,,,,
TA270416AG03,,,,,,,,,,,,
TA270416AV03,,,,,,,,,,,,
TA270359CE03,,,,,,,,,,,,
TA270359CB03,,,,,,,,,,,,
TA270359BV03,,,,,,,,,,,,
TA270359CH03,,,,,,,,,,,,
TA270359CF03,,,,,,,,,,,,
TA270359CG03,,,,,,,,,,,,
TA270359BY03,,,,,,,,,,,,
TA270359BS03,,,,,,,,,,,,
TA270359BX03,,,,,,,,,,,,
TA270359BT03,,,,,,,,,,,,
TA270359CC03,,,,,,,,,,,,
TA270359BU03,,,,,,,,,,,,
TA270359CD03,,,,,,,,,,,,
TA270359BR03,,,,,,,,,,,,
TA270359BN03,,,,,,,,,,,,
TA270359BQ03,,,,,,,,,,,,
TA270359BH03,,,,,,,,,,,,
TA270359BJ03,,,,,,,,,,,,
TA270359BP03,,,,,,,,,,,,
TA270359BM03,,,,,,,,,,,,
TA270359BG03,,,,,,,,,,,,
TA270359BD03,,,,,,,,,,,,
TA270359BF03,,,,,,,,,,,,
TA270359BE03,,,,,,,,,,,,
TA270359BW03,,,,,,,,,,,,
TA270359BC03,,,,,,,,,,,,
TA270359BL03,,,,,,,,,,,,
TA270359AX03,,,,,,,,,,,,
TA270359AW03,,,,,,,,,,,,
TA270359BB03,,,,,,,,,,,,
TA270359AV03,,,,,,,,,,,,
TA270359AU03,,,,,,,,,,,,
TA270359AK03,,,,,,,,,,,,
TA270359AT03,,,,,,,,,,,,
TA270359AN03,,,,,,,,,,,,
TA270359AR03,,,,,,,,,,,,
TA270359BZ03,,,,,,,,,,,,
TA270359AM03,,,,,,,,,,,,
TA270359AH03,,,,,,,,,,,,
TA270359AJ03,,,,,,,,,,,,
TA270359AD03,,,,,,,,,,,,
TA270359AG03,,,,,,,,,,,,
TA270359AC03,,,,,,,,,,,,
TA270359AS03,,,,,,,,,,,,
TA270359AL03,,,,,,,,,,,,
TA270359AP03,,,,,,,,,,,,
TA270359AY03,,,,,,,,,,,,
TA270359AQ03,,,,,,,,,,,,
TA270359AE03,,,,,,,,,,,,
TA270332AR03,,,,,,,,,,,,
TA270332AE03,,,,,,,,,,,,
TA270332AD03,,,,,,,,,,,,
TA270332AZ03,,,,,,,,,,,,
TA270335AV03,,,,,,,,,,,,
TA270335BC03,,,,,,,,,,,,
TA270335AX03,,,,,,,,,,,,
TA270394BC03,,,,,,,,,,,,
TA270324AA03,,,,,,,,,,,,
TA270324AG03,,,,,,,,,,,,
TA270324AN03,,,,,,,,,,,,
TA270324AD03,,,,,,,,,,,,
TA270324AH03,,,,,,,,,,,,
TA270394AT03,,,,,,,,,,,,
TA270394AA03,,,,,,,,,,,,
TA270324AC03,,,,,,,,,,,,
TA270394BD03,,,,,,,,,,,,
TA270394AY03,,,,,,,,,,,,
TA270386BG03,,,,,,,,,,,,
TA270386BL03,,,,,,,,,,,,
TA270335AN04,,,,,,,,,,,,
TA270386AA04,,,,,,,,,,,,
TA270335AJ04,,,,,,,,,,,,
TA270386AQ04,,,,,,,,,,,,
TA270335AP04,,,,,,,,,,,,
TA270386AB04,,,,,,,,,,,,
TA270335AK04,,,,,,,,,,,,
TA270335AG04,,,,,,,,,,,,
TA270335AF04,,,,,,,,,,,,
TA270335AB04,,,,,,,,,,,,
TA270335AM04,,,,,,,,,,,,
TA270335AC04,,,,,,,,,,,,
TA270335AR04,,,,,,,,,,,,
TA270335AW04,,,,,,,,,,,,
TA270335BA04,,,,,,,,,,,,
TA270335AS04,,,,,,,,,,,,
TA270335AZ04,,,,,,,,,,,,
TA270335AY04,,,,,,,,,,,,
TA270416BB04,,,,,,,,,,,,
TA270416AM04,,,,,,,,,,,,
TA270416AZ04,,,,,,,,,,,,
TA270416AY04,,,,,,,,,,,,
TA270416AU04,,,,,,,,,,,,
TA270416AQ04,,,,,,,,,,,,
TA270416AJ04,,,,,,,,,,,,
TA270416BF04,,,,,,,,,,,,
TA270416AE04,,,,,,,,,,,,
TA270416AL04,,,,,,,,,,,,
TA270416AF04,,,,,,,,,,,,
TA270416AD04,,,,,,,,,,,,
TA270272AQ04,,,,,,,,,,,,
TA270323CG04,,,,,,,,,,,,
TA270323BT04,,,,,,,,,,,,
TA270272AW04,,,,,,,,,,,,
TA270323BU04,,,,,,,,,,,,
TA270340BP04,,,,,,,,,,,,
TA270323CD04,,,,,,,,,,,,
TA270309AW04,,,,,,,,,,,,
TA270309BC04,,,,,,,,,,,,
TA270309BE04,,,,,,,,,,,,
TA270309AX04,,,,,,,,,,,,
TA270323CE04,,,,,,,,,,,,
TA270309BB04,,,,,,,,,,,,
TA270323BS04,,,,,,,,,,,,
TA270309BK04,,,,,,,,,,,,
TA270309BF04,,,,,,,,,,,,
TA270323BV04,,,,,,,,,,,,
TA270272AS04,,,,,,,,,,,,
TA270272AT04,,,,,,,,,,,,
TA270309BM04,,,,,,,,,,,,
TA270272AR04,,,,,,,,,,,,
TA270309BL04,,,,,,,,,,,,
TA270333AB04,,,,,,,,,,,,
TA270333AG04,,,,,,,,,,,,
TA270333AA04,,,,,,,,,,,,
TA270337AJ04,,,,,,,,,,,,
TA270333AE04,,,,,,,,,,,,
TA270333AM04,,,,,,,,,,,,
TA270333AD04,,,,,,,,,,,,
TA270333AZ04,,,,,,,,,,,,
TA270333AH04,,,,,,,,,,,,
TA270333AJ04,,,,,,,,,,,,
TA270333AC04,,,,,,,,,,,,
TA270333AK04,,,,,,,,,,,,
TA270333AV04,,,,,,,,,,,,
TA270333AN04,,,,,,,,,,,,
TA270333CH04,,,,,,,,,,,,
TA270333AX04,,,,,,,,,,,,
TA270333AS04,,,,,,,,,,,,
TA270333BC04,,,,,,,,,,,,
TA270333AF04,,,,,,,,,,,,
TA270333AU04,,,,,,,,,,,,
TA270333AW04,,,,,,,,,,,,
TA270411AP04,,,,,,,,,,,,
TA270411AA04,,,,,,,,,,,,
TA270411AE04,,,,,,,,,,,,
TA270411AS04,,,,,,,,,,,,
TA270411AU04,,,,,,,,,,,,
TA270411AG04,,,,,,,,,,,,
TA270411AH04,,,,,,,,,,,,
TA270411AT04,,,,,,,,,,,,
TA270411AY04,,,,,,,,,,,,
TA270411AM04,,,,,,,,,,,,
TA270411AN04,,,,,,,,,,,,
TA270411BC04,,,,,,,,,,,,
TA270411AV04,,,,,,,,,,,,
TA270411AW04,,,,,,,,,,,,
TA270411AK04,,,,,,,,,,,,
TA270411BR04,,,,,,,,,,,,
TA270411BA04,,,,,,,,,,,,
TA270411BK04,,,,,,,,,,,,
TA270411BN04,,,,,,,,,,,,
TA270411AQ04,,,,,,,,,,,,
TA270411BE04,,,,,,,,,,,,
TA270411BU04,,,,,,,,,,,,
TA270411AX04,,,,,,,,,,,,
TA270411BP04,,,,,,,,,,,,
TA270411BW04,,,,,,,,,,,,
TA270411AZ04,,,,,,,,,,,,
TA270411AF04,,,,,,,,,,,,
TA270411BG04,,,,,,,,,,,,
TA270411BH04,,,,,,,,,,,,
TA270411BB04,,,,,,,,,,,,
TA270411BF04,,,,,,,,,,,,
TA270411BS04,,,,,,,,,,,,
TA270411CC04,,,,,,,,,,,,
TA270411AR04,,,,,,,,,,,,
TA270411CB04,,,,,,,,,,,,
TA270411BD04,,,,,,,,,,,,
TA270411BL04,,,,,,,,,,,,
TA270411BV04,,,,,,,,,,,,
TA270411CA04,,,,,,,,,,,,
TA270411BZ04,,,,,,,,,,,,
TA270411CE04,,,,,,,,,,,,
TA270411BM04,,,,,,,,,,,,
TA270411BT04,,,,,,,,,,,,
TA270411CD04,,,,,,,,,,,,
TA270411BX04,,,,,,,,,,,,
TA270411CF04,,,,,,,,,,,,
TA270411BY04,,,,,,,,,,,,
TA270411BJ04,,,,,,,,,,,,
TA270411CG04,,,,,,,,,,,,
TA270411CH04,,,,,,,,,,,,
TA270416BU04,,,,,,,,,,,,
TA270416BK04,,,,,,,,,,,,
TA270416BG04,,,,,,,,,,,,
TA270416BJ04,,,,,,,,,,,,
TA270416BD04,,,,,,,,,,,,
TA270416BE04,,,,,,,,,,,,
TA270416AB04,,,,,,,,,,,,
TA270416AN04,,,,,,,,,,,,
TA270416AA04,,,,,,,,,,,,
TA270416AC04,,,,,,,,,,,,
TA270330AH04,,,,,,,,,,,,
TA270386CH04,,,,,,,,,,,,
TA270324AF04,,,,,,,,,,,,
TA270332AW04,,,,,,,,,,,,
TA270332AU04,,,,,,,,,,,,
TA270332AY04,,,,,,,,,,,,
TA270332BB04,,,,,,,,,,,,
TA270332AV04,,,,,,,,,,,,
TA270332AP04,,,,,,,,,,,,
TA270332BP04,,,,,,,,,,,,
TA270332BF04,,,,,,,,,,,,
TA270332BD04,,,,,,,,,,,,
TA270332BW04,,,,,,,,,,,,
TA270305AA04,,,,,,,,,,,,
TA270305CH04,,,,,,,,,,,,
TA270298AY04,,,,,,,,,,,,
TA270322CE04,,,,,,,,,,,,
TA270298AX04,,,,,,,,,,,,
TA270324AS04,,,,,,,,,,,,
TA270324AU04,,,,,,,,,,,,
TA270268BF04,,,,,,,,,,,,
TA270298AW04,,,,,,,,,,,,
TA270301CG04,,,,,,,,,,,,
TA270332AX04,,,,,,,,,,,,
TA270268BH04,,,,,,,,,,,,
TA270298AZ04,,,,,,,,,,,,
TA270301CD04,,,,,,,,,,,,
TA270298AV04,,,,,,,,,,,,
TA270301CF04,,,,,,,,,,,,
TA270301CE04,,,,,,,,,,,,
TA270268AA04,,,,,,,,,,,,
TA270268BK04,,,,,,,,,,,,
TA270265BX04,,,,,,,,,,,,
TA270268BL04,,,,,,,,,,,,
TA270265BQ04,,,,,,,,,,,,
TA270265BT04,,,,,,,,,,,,
TA270268BJ04,,,,,,,,,,,,
TA270259AQ04,,,,,,,,,,,,
TA270265BR04,,,,,,,,,,,,
TA270268BG04,,,,,,,,,,,,
TA270301CH04,,,,,,,,,,,,
TA270265BP04,,,,,,,,,,,,
TA270296AC04,,,,,,,,,,,,
TA270416AH04,,,,,,,,,,,,
TA270416AR04,,,,,,,,,,,,
TA270411AC04,,,,,,,,,,,,
TA270411AL04,,,,,,,,,,,,
TA270411AB04,,,,,,,,,,,,
TA270411AD04,,,,,,,,,,,,
TA270344BV04,,,,,,,,,,,,
TA270344CA04,,,,,,,,,,,,
TA270344CE04,,,,,,,,,,,,
TA270344CB04,,,,,,,,,,,,
TA270344BU04,,,,,,,,,,,,
TA270331BG04,,,,,,,,,,,,
TA270331BJ04,,,,,,,,,,,,
TA270331BE04,,,,,,,,,,,,
TA270331BK04,,,,,,,,,,,,
TA270344BY04,,,,,,,,,,,,
TA270331BB04,,,,,,,,,,,,
TA270331AX04,,,,,,,,,,,,
TA270331BF04,,,,,,,,,,,,
TA270344CG04,,,,,,,,,,,,
TA270331BH04,,,,,,,,,,,,
TA270344BX04,,,,,,,,,,,,
TA270331BA04,,,,,,,,,,,,
TA270331AU04,,,,,,,,,,,,
TA270331AV04,,,,,,,,,,,,
TA270331BD04,,,,,,,,,,,,
TA270344CD04,,,,,,,,,,,,
TA270331AL04,,,,,,,,,,,,
TA270331AK04,,,,,,,,,,,,
TA270331AH04,,,,,,,,,,,,
TA270331AQ04,,,,,,,,,,,,
TA270331AE04,,,,,,,,,,,,
TA270331AT04,,,,,,,,,,,,
TA270331AY04,,,,,,,,,,,,
TA270331AS04,,,,,,,,,,,,
TA270331AF04,,,,,,,,,,,,
TA270331AR04,,,,,,,,,,,,
TA270331AM04,,,,,,,,,,,,
TA270331AB04,,,,,,,,,,,,
TA270331AA04,,,,,,,,,,,,
TA270331AG04,,,,,,,,,,,,
TA270331AD04,,,,,,,,,,,,
TA270331AC04,,,,,,,,,,,,
TA270323CC04,,,,,,,,,,,,
TA270323BX04,,,,,,,,,,,,
TA270308CE04,,,,,,,,,,,,
TA270286BT04,,,,,,,,,,,,
TA270323CF04,,,,,,,,,,,,
TA270323BP04,,,,,,,,,,,,
TA270323BN04,,,,,,,,,,,,
TA270323BY04,,,,,,,,,,,,
TA270323BW04,,,,,,,,,,,,
TA270394CD04,,,,,,,,,,,,
TA270416BT04,,,,,,,,,,,,
TA270416BC04,,,,,,,,,,,,
TA270416BH04,,,,,,,,,,,,
TA270416AX04,,,,,,,,,,,,
TA270416AG04,,,,,,,,,,,,
TA270416AV04,,,,,,,,,,,,
TA270359CE04,,,,,,,,,,,,
TA270359CB04,,,,,,,,,,,,
TA270359BV04,,,,,,,,,,,,
TA270359CH04,,,,,,,,,,,,
TA270359CF04,,,,,,,,,,,,
TA270359CG04,,,,,,,,,,,,
TA270359BY04,,,,,,,,,,,,
TA270359BS04,,,,,,,,,,,,
TA270359BX04,,,,,,,,,,,,
TA270359BT04,,,,,,,,,,,,
TA270359CC04,,,,,,,,,,,,
TA270359BU04,,,,,,,,,,,,
TA270359CD04,,,,,,,,,,,,
TA270359BR04,,,,,,,,,,,,
TA270359BN04,,,,,,,,,,,,
TA270359BQ04,,,,,,,,,,,,
TA270359BH04,,,,,,,,,,,,
TA270359BJ04,,,,,,,,,,,,
TA270359BP04,,,,,,,,,,,,
TA270359BM04,,,,,,,,,,,,
TA270359BG04,,,,,,,,,,,,
TA270359BD04,,,,,,,,,,,,
TA270359BF04,,,,,,,,,,,,
TA270359BE04,,,,,,,,,,,,
TA270359BW04,,,,,,,,,,,,
TA270359BC04,,,,,,,,,,,,
TA270359BL04,,,,,,,,,,,,
TA270359AX04,,,,,,,,,,,,
TA270359AW04,,,,,,,,,,,,
TA270359BB04,,,,,,,,,,,,
TA270359AV04,,,,,,,,,,,,
TA270359AU04,,,,,,,,,,,,
TA270359AK04,,,,,,,,,,,,
TA270359AT04,,,,,,,,,,,,
TA270359AN04,,,,,,,,,,,,
TA270359AR04,,,,,,,,,,,,
TA270359BZ04,,,,,,,,,,,,
TA270359AM04,,,,,,,,,,,,
TA270359AH04,,,,,,,,,,,,
TA270359AJ04,,,,,,,,,,,,
TA270359AD04,,,,,,,,,,,,
TA270359AG04,,,,,,,,,,,,
TA270359AC04,,,,,,,,,,,,
TA270359AS04,,,,,,,,,,,,
TA270359AL04,,,,,,,,,,,,
TA270359AP04,,,,,,,,,,,,
TA270359AY04,,,,,,,,,,,,
TA270359AQ04,,,,,,,,,,,,
TA270359AE04,,,,,,,,,,,,
TA270332AR04,,,,,,,,,,,,
TA270332AE04,,,,,,,,,,,,
TA270332AD04,,,,,,,,,,,,
TA270332AZ04,,,,,,,,,,,,
TA270335AV04,,,,,,,,,,,,
TA270335BC04,,,,,,,,,,,,
TA270335AX04,,,,,,,,,,,,
TA270394BC04,,,,,,,,,,,,
TA270324AA04,,,,,,,,,,,,
TA270324AG04,,,,,,,,,,,,
TA270324AN04,,,,,,,,,,,,
TA270324AD04,,,,,,,,,,,,
TA270324AH04,,,,,,,,,,,,
TA270394AT04,,,,,,,,,,,,
TA270394AA04,,,,,,,,,,,,
TA270324AC04,,,,,,,,,,,,
TA270394BD04,,,,,,,,,,,,
TA270394AY04,,,,,,,,,,,,
TA270386BG04,,,,,,,,,,,,
TA270386BL04,,,,,,,,,,,,
TA270335AN05,,,,,,,,,,,,
TA270386AA05,,,,,,,,,,,,
TA270335AJ05,,,,,,,,,,,,
TA270386AQ05,,,,,,,,,,,,
TA270335AP05,,,,,,,,,,,,
TA270386AB05,,,,,,,,,,,,
TA270335AK05,,,,,,,,,,,,
TA270335AG05,,,,,,,,,,,,
TA270335AF05,,,,,,,,,,,,
TA270335AB05,,,,,,,,,,,,
TA270335AM05,,,,,,,,,,,,
TA270335AC05,,,,,,,,,,,,
TA270335AR05,,,,,,,,,,,,
TA270335AW05,,,,,,,,,,,,
TA270335BA05,,,,,,,,,,,,
TA270335AS05,,,,,,,,,,,,
TA270335AZ05,,,,,,,,,,,,
TA270335AY05,,,,,,,,,,,,
TA270416BB05,,,,,,,,,,,,
TA270416AM05,,,,,,,,,,,,
TA270416AZ05,,,,,,,,,,,,
TA270416AY05,,,,,,,,,,,,
TA270416AU05,,,,,,,,,,,,
TA270416AQ05,,,,,,,,,,,,
TA270416AJ05,,,,,,,,,,,,
TA270416BF05,,,,,,,,,,,,
TA270416AE05,,,,,,,,,,,,
TA270416AL05,,,,,,,,,,,,
TA270416AF05,,,,,,,,,,,,
TA270416AD05,,,,,,,,,,,,
TA270272AQ05,,,,,,,,,,,,
TA270323CG05,,,,,,,,,,,,
TA270323BT05,,,,,,,,,,,,
TA270272AW05,,,,,,,,,,,,
TA270323BU05,,,,,,,,,,,,
TA270340BP05,,,,,,,,,,,,
TA270323CD05,,,,,,,,,,,,
TA270309AW05,,,,,,,,,,,,
TA270309BC05,,,,,,,,,,,,
TA270309BE05,,,,,,,,,,,,
TA270309AX05,,,,,,,,,,,,
TA270323CE05,,,,,,,,,,,,
TA270309BB05,,,,,,,,,,,,
TA270323BS05,,,,,,,,,,,,
TA270309BK05,,,,,,,,,,,,
TA270309BF05,,,,,,,,,,,,
TA270323BV05,,,,,,,,,,,,
TA270272AS05,,,,,,,,,,,,
TA270272AT05,,,,,,,,,,,,
TA270309BM05,,,,,,,,,,,,
TA270272AR05,,,,,,,,,,,,
TA270309BL05,,,,,,,,,,,,
TA270333AB05,,,,,,,,,,,,
TA270333AG05,,,,,,,,,,,,
TA270333AA05,,,,,,,,,,,,
TA270337AJ05,,,,,,,,,,,,
TA270333AE05,,,,,,,,,,,,
TA270333AM05,,,,,,,,,,,,
TA270333AD05,,,,,,,,,,,,
TA270333AZ05,,,,,,,,,,,,
TA270333AH05,,,,,,,,,,,,
TA270333AJ05,,,,,,,,,,,,
TA270333AC05,,,,,,,,,,,,
TA270333AK05,,,,,,,,,,,,
TA270333AV05,,,,,,,,,,,,
TA270333AN05,,,,,,,,,,,,
TA270333CH05,,,,,,,,,,,,
TA270333AX05,,,,,,,,,,,,
TA270333AS05,,,,,,,,,,,,
TA270333BC05,,,,,,,,,,,,
TA270333AF05,,,,,,,,,,,,
TA270333AU05,,,,,,,,,,,,
TA270333AW05,,,,,,,,,,,,
TA270411AP05,,,,,,,,,,,,
TA270411AA05,,,,,,,,,,,,
TA270411AE05,,,,,,,,,,,,
TA270411AS05,,,,,,,,,,,,
TA270411AU05,,,,,,,,,,,,
TA270411AG05,,,,,,,,,,,,
TA270411AH05,,,,,,,,,,,,
TA270411AT05,,,,,,,,,,,,
TA270411AY05,,,,,,,,,,,,
TA270411AM05,,,,,,,,,,,,
TA270411AN05,,,,,,,,,,,,
TA270411BC05,,,,,,,,,,,,
TA270411AV05,,,,,,,,,,,,
TA270411AW05,,,,,,,,,,,,
TA270411AK05,,,,,,,,,,,,
TA270411BR05,,,,,,,,,,,,
TA270411BA05,,,,,,,,,,,,
TA270411BK05,,,,,,,,,,,,
TA270411BN05,,,,,,,,,,,,
TA270411AQ05,,,,,,,,,,,,
TA270411BE05,,,,,,,,,,,,
TA270411BU05,,,,,,,,,,,,
TA270411AX05,,,,,,,,,,,,
TA270411BP05,,,,,,,,,,,,
TA270411BW05,,,,,,,,,,,,
TA270411AZ05,,,,,,,,,,,,
TA270411AF05,,,,,,,,,,,,
TA270411BG05,,,,,,,,,,,,
TA270411BH05,,,,,,,,,,,,
TA270411BB05,,,,,,,,,,,,
TA270411BF05,,,,,,,,,,,,
TA270411BS05,,,,,,,,,,,,
TA270411CC05,,,,,,,,,,,,
TA270411AR05,,,,,,,,,,,,
TA270411CB05,,,,,,,,,,,,
TA270411BD05,,,,,,,,,,,,
TA270411BL05,,,,,,,,,,,,
TA270411BV05,,,,,,,,,,,,
TA270411CA05,,,,,,,,,,,,
TA270411BZ05,,,,,,,,,,,,
TA270411CE05,,,,,,,,,,,,
TA270411BM05,,,,,,,,,,,,
TA270411BT05,,,,,,,,,,,,
TA270411CD05,,,,,,,,,,,,
TA270411BX05,,,,,,,,,,,,
TA270411CF05,,,,,,,,,,,,
TA270411BY05,,,,,,,,,,,,
TA270411BJ05,,,,,,,,,,,,
TA270411CG05,,,,,,,,,,,,
TA270411CH05,,,,,,,,,,,,
TA270416BU05,,,,,,,,,,,,
TA270416BK05,,,,,,,,,,,,
TA270416BG05,,,,,,,,,,,,
TA270416BJ05,,,,,,,,,,,,
TA270416BD05,,,,,,,,,,,,
TA270416BE05,,,,,,,,,,,,
TA270416AB05,,,,,,,,,,,,
TA270416AN05,,,,,,,,,,,,
TA270416AA05,,,,,,,,,,,,
TA270416AC05,,,,,,,,,,,,
TA270330AH05,,,,,,,,,,,,
TA270386CH05,,,,,,,,,,,,
TA270324AF05,,,,,,,,,,,,
TA270332AW05,,,,,,,,,,,,
TA270332AU05,,,,,,,,,,,,
TA270332AY05,,,,,,,,,,,,
TA270332BB05,,,,,,,,,,,,
TA270332AV05,,,,,,,,,,,,
TA270332AP05,,,,,,,,,,,,
TA270332BP05,,,,,,,,,,,,
TA270332BF05,,,,,,,,,,,,
TA270332BD05,,,,,,,,,,,,
TA270332BW05,,,,,,,,,,,,
TA270305AA05,,,,,,,,,,,,
TA270305CH05,,,,,,,,,,,,
TA270298AY05,,,,,,,,,,,,
TA270322CE05,,,,,,,,,,,,
TA270298AX05,,,,,,,,,,,,
TA270324AS05,,,,,,,,,,,,
TA270324AU05,,,,,,,,,,,,
TA270268BF05,,,,,,,,,,,,
TA270298AW05,,,,,,,,,,,,
TA270301CG05,,,,,,,,,,,,
TA270332AX05,,,,,,,,,,,,
TA270268BH05,,,,,,,,,,,,
TA270298AZ05,,,,,,,,,,,,
TA270301CD05,,,,,,,,,,,,
TA270298AV05,,,,,,,,,,,,
TA270301CF05,,,,,,,,,,,,
